,speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,locationPrivate,exoticCategory,region,year
39300,ameoys,American Oystercatcher,Haematopus palliatus,L17478723,Niebla--Playa Grande,2022-03-05,4.0,-39.8627639,-73.3951612,False,-1,Los Ríos,2022
39301,gregre1,Great Grebe,Podiceps major,L20597569,Vía sin nombre Laja Bío Bío CL (-37338 -72591),2022-08-18,1.0,-37.3384946,-72.5914149,True,-1,Bío-Bío,2022
39302,angpet1,Southern Giant-Petrel,Macronectes giganteus,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2022-11-16,3.0,-53.233989,-70.6777954,False,-1,Magallanes,2022
39303,lotmea1,Long-tailed Meadowlark,Leistes loyca,L19146740,20580 Las Quemas Las Quemas Los Lagos CL (-41398 -73178),2022-05-18,6.0,-41.3979442,-73.1784345,True,-1,Los Lagos,2022
39304,gryfin1,Grassland Yellow-Finch,Sicalis luteola,L976634,Cabo Blanco,2022-03-22,3.0,-39.7884884,-73.2486405,False,-1,Los Ríos,2022
39313,aupowl1,Austral Pygmy-Owl,Glaucidium nana,L19480630,Licanray Pueblo,2022-08-11,1.0,-39.4888284,-72.1627218,True,-1,Araucanía,2022
39315,refcoo1,Red-fronted Coot,Fulica rufifrons,L681723,Río Camarones--Desembocadura,2022-10-07,2.0,-19.1863129,-70.2715158,False,-1,Arica y Parinacota,2022
39319,fiediu1,Fire-eyed Diucon,Pyrope pyrope,L607939,Paseo Altamirano,2022-08-02,2.0,-33.018029,-71.6392386,False,-1,Valparaíso,2022
39322,lesyel,Lesser Yellowlegs,Tringa flavipes,L4662394,Lagunita Arturo Phillips,2022-07-17,3.0,-33.6295391,-71.6257203,False,-1,Valparaíso,2022
39340,dustap1,Dusky Tapaculo,Scytalopus fuscus,L11120006,Los aromos-Hualañé,2022-10-13,1.0,-34.9738402,-71.8134439,True,-1,Maule,2022
39350,fiediu1,Fire-eyed Diucon,Pyrope pyrope,L976634,Cabo Blanco,2022-02-13,8.0,-39.7884884,-73.2486405,False,-1,Los Ríos,2022
39352,yewbla2,Yellow-winged Blackbird,Agelasticus thilius,L791057,Estero El Culebrón--Desembocadura,2022-10-13,8.0,-29.9617015,-71.3218206,False,-1,Coquimbo,2022
39361,blkvul,Black Vulture,Coragyps atratus,L9851416,Centro de Humedales Río Cruces,2022-09-13,2.0,-39.7950417,-73.2531562,False,-1,Los Ríos,2022
39371,pmtspi1,Plain-mantled Tit-Spinetail,Leptasthenura aegithaloides,L2252491,Río Mataquito--Piedra el Peñón,2022-07-02,1.0,-34.9821838,-72.1817636,False,-1,Maule,2022
39386,silgre1,Silvery Grebe,Podiceps occipitalis,L724676,Laguna Inka Coya,2022-09-06,1.0,-22.3386045,-68.5998774,False,-1,Antofagasta,2022
39391,rubsee2,Rufous-bellied Seedsnipe,Attagis gayi,L8593124,Laguna Drake,2022-12-09,2.0,-50.9261215,-72.556251,False,-1,Magallanes,2022
39396,gresht1,Great Shrike-Tyrant,Agriornis lividus,L604818,SN Humedal Salinas de Pullally y Dunas de Longotoma--Desembocadura,2022-10-10,1.0,-32.4101103,-71.4107895,False,-1,Valparaíso,2022
39409,houwre,House Wren,Troglodytes aedon,L21170136,Aculeo,2022-10-03,5.0,-33.873427,-70.887621,True,-1,Región Metropolitana de Santiago,2022
39411,stbbit1,Stripe-backed Bittern,Ixobrychus involucris,L1020637,Brisas del Sol,2022-04-29,1.0,-36.7704412,-73.0698287,False,-1,Bío-Bío,2022
39416,pifshe,Pink-footed Shearwater,Ardenna creatopus,L20672278,Caletas Toltoruca y Totoral--Pelágico,2022-08-25,3.0,-30.39455,-71.7259967,False,-1,Coquimbo,2022
39425,andgoo1,Andean Goose,Oressochen melanopterus,L572426,PN Lauca--Las Cuevas,2022-11-03,4.0,-18.1670566,-69.4337654,False,-1,Arica y Parinacota,2022
39427,turvul,Turkey Vulture,Cathartes aura,L17372647,Freirina Atacama CL (-29.177 -71.487),2022-01-08,0.0,-29.17687,-71.4874333,True,-1,Atacama,2022
39431,mosfin1,Mourning Sierra Finch,Rhopospina fruticeti,L16070865,Quebrada Mala,2022-08-20,1.0,-27.8941289,-71.0784635,True,-1,Atacama,2022
39438,uplgoo1,Upland Goose,Chloephaga picta,L17826650,Puerto Williams Pier,2022-02-16,10.0,-54.932627,-67.608265,True,-1,Magallanes,2022
39439,snoegr,Snowy Egret,Egretta thula,L9779037,Gumera,2022-06-17,5.0,-35.7392268,-71.5896435,True,-1,Maule,2022
39444,chifla1,Chilean Flamingo,Phoenicopterus chilensis,L1066157,Putemún,2022-05-08,230.0,-42.419148,-73.7371015,False,-1,Los Lagos,2022
39446,dafgrt1,Dark-faced Ground-Tyrant,Muscisaxicola maclovianus,L3226509,PN Pali Aike,2022-12-27,1.0,-52.124923,-69.7727967,False,-1,Magallanes,2022
39448,whwcoo1,White-winged Coot,Fulica leucoptera,L6713695,Llanquihue--Playa Los Cisnes,2022-08-17,2.0,-41.2550941,-73.0009532,False,-1,Los Lagos,2022
39453,incter1,Inca Tern,Larosterna inca,L20071436,19600 Avenida Borgoño Concón Valparaíso CL (-32934 -7155),2022-07-10,8.0,-32.9336962,-71.5502151,True,-1,Valparaíso,2022
39462,chitin1,Chilean Tinamou,Nothoprocta perdicaria,L11293521,Fundo Cuel,2022-02-23,1.0,-37.5123523,-72.4664811,True,-1,Bío-Bío,2022
39464,willet1,Willet,Tringa semipalmata,L884715,Antofagasta--playa frente a Universidad,2022-09-18,1.0,-23.7022519,-70.4241979,False,-1,Antofagasta,2022
39468,buwcin1,Buff-winged Cinclodes,Cinclodes fuscus,L570658,SN Laguna Batuco,2022-08-07,3.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago,2022
39474,permea1,Peruvian Meadowlark,Leistes bellicosus,L12584992,humedal del Rìo Lluta,2022-06-28,3.0,-18.4164195,-70.3224188,True,-1,Arica y Parinacota,2022
39475,whwcoo1,White-winged Coot,Fulica leucoptera,L5054215,Villarrica--Humedal Urbano Mallolafken,2022-02-05,1.0,-39.278091,-72.2206329,False,-1,Araucanía,2022
39482,snoegr,Snowy Egret,Egretta thula,L976634,Cabo Blanco,2022-11-16,1.0,-39.7884884,-73.2486405,False,-1,Los Ríos,2022
39485,eleter1,Elegant Tern,Thalasseus elegans,L18328232,2016 Carretera Austral Puerto Montt Los Lagos CL (-41481 -72913),2022-04-01,5.0,-41.4806525,-72.9128425,True,-1,Los Lagos,2022
39496,rucdot1,Rufous-chested Dotterel,Charadrius modestus,L4157214,Isla Tenglo,2022-06-27,18.0,-41.4973764,-72.9727578,False,-1,Los Lagos,2022
39497,blkski,Black Skimmer,Rynchops niger,L504553,SN Humedal Río Maipo--Desembocadura,2022-06-02,55.0,-33.6198013,-71.6275442,False,-1,Valparaíso,2022
39502,pmtspi1,Plain-mantled Tit-Spinetail,Leptasthenura aegithaloides,L19063452,1237 Las Galaxias Recoleta Región Metropolitana CL (-33.418 -70.641),2022-05-14,1.0,-33.4175293,-70.6407909,True,-1,Región Metropolitana de Santiago,2022
39522,bryfin1,Bright-rumped Yellow-Finch,Sicalis uropygialis,L572426,PN Lauca--Las Cuevas,2022-04-26,7.0,-18.1670566,-69.4337654,False,-1,Arica y Parinacota,2022
39530,impcor1,Imperial Cormorant,Leucocarbo atriceps,L571146,Ferry Punta Arenas-Porvenir (Pelágico),2022-11-03,60.0,-53.233989,-70.6777954,False,-1,Magallanes,2022
39536,aupowl1,Austral Pygmy-Owl,Glaucidium nana,L20555148,Santa Isabel El Monte Región Metropolitana CL (-33.695 -71.013),2022-08-08,1.0,-33.69523,-71.013125,True,-1,Región Metropolitana de Santiago,2022
39539,whimbr,Whimbrel,Numenius phaeopus,L572344,Río Aconcagua--Desembocadura Humedal Urbano,2022-08-05,30.0,-32.917422,-71.5067911,False,-1,Valparaíso,2022
39545,whtkit,White-tailed Kite,Elanus leucurus,L17038301,Llanquihue Los Lagos CL (-41249 -73008),2022-03-26,1.0,-41.2492688,-73.0079324,True,-1,Los Lagos,2022
39588,magpen1,Magellanic Penguin,Spheniscus magellanicus,L17416165,W-236 Ancud Los Lagos CL (-41.817 -73.973),2022-01-11,1.0,-41.816902,-73.97326,True,-1,Los Lagos,2022
39602,aplfal,Aplomado Falcon,Falco femoralis,L20800923,Club Oriente de Fútbol Las Condes CL-Santiago -33.43202 -70.53475,2022-12-13,2.0,-33.43202,-70.534749,True,-1,Región Metropolitana de Santiago,2022
39605,andgul1,Andean Gull,Chroicocephalus serranus,L673642,Río Elqui--Desembocadura,2022-05-10,4.0,-29.8933968,-71.2727094,False,-1,Coquimbo,2022
39606,giacoo1,Giant Coot,Fulica gigantea,L2349056,PN Lauca--Estación CONAF,2022-12-06,0.0,-18.2507578,-69.1767775,False,-1,Arica y Parinacota,2022
39611,refcoo1,Red-fronted Coot,Fulica rufifrons,L793367,SN Humedal Río Copiapó--Desembocadura,2022-01-15,2.0,-27.3177895,-70.9263611,False,-1,Atacama,2022
39620,siltea1,Silver Teal,Spatula versicolor,L512176,Pichilemu--Laguna Petrel (Humedal Urbano),2022-08-03,1.0,-34.3824693,-71.9981289,False,-1,Libertador General Bernardo O'Higgins,2022
39632,leasee1,Least Seedsnipe,Thinocorus rumicivorus,L570658,SN Laguna Batuco,2022-05-23,15.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago,2022
39633,whfibi,White-faced Ibis,Plegadis chihi,L673642,Río Elqui--Desembocadura,2022-05-07,2.0,-29.8933968,-71.2727094,False,-1,Coquimbo,2022
39638,puntea1,Puna Teal,Spatula puna,L693463,Machuca,2022-12-28,0.0,-22.5996494,-68.0657423,False,-1,Antofagasta,2022
39653,burpar,Burrowing Parakeet,Cyanoliseus patagonus,L17535114,Panamericana Norte Vallenar Atacama CL (-28.777 -70.781),2022-01-18,70.0,-28.7772716,-70.7808839,True,-1,Atacama,2022
39654,snoegr,Snowy Egret,Egretta thula,L668852,Río Lluta--Desembocadura,2022-06-08,10.0,-18.4165392,-70.3224081,False,-1,Arica y Parinacota,2022
39659,yebtea1,Yellow-billed Teal,Anas flavirostris,L606195,Estero Catapilco--Desembocadura (Laguna Zapallar),2022-10-06,2.0,-32.6327613,-71.426518,False,-1,Valparaíso,2022
39660,verfly,Vermilion Flycatcher,Pyrocephalus rubinus,L4033166,Valle del Río Lluta--Linderos,2022-10-18,6.0,-18.4331205,-70.0492144,False,-1,Arica y Parinacota,2022
39674,blnswa2,Black-necked Swan,Cygnus melancoryphus,L516521,Caulín,2022-05-28,38.0,-41.8259378,-73.6275078,False,-1,Los Lagos,2022
39680,bcbeag1,Black-chested Buzzard-Eagle,Geranoaetus melanoleucus,L4593062,Laguna Los Palos--Pastizales,2022-05-03,1.0,-52.715707,-71.0515451,False,-1,Magallanes,2022
39690,fragul,Franklin's Gull,Leucophaeus pipixcan,L602414,Acantilados de la Quirilluca,2022-03-10,2.0,-32.6874981,-71.4494133,False,-1,Valparaíso,2022
39701,rucspa1,Rufous-collared Sparrow,Zonotrichia capensis,L4434524,Humedal Los Lotos--Cabo Blanco,2022-12-20,2.0,-39.7986542,-73.2515045,False,-1,Los Ríos,2022
39709,silgre1,Silvery Grebe,Podiceps occipitalis,L516506,Estero Cartagena--Desembocadura (Humedal Urbano),2022-05-13,4.0,-33.530377,-71.6023207,False,-1,Valparaíso,2022
39710,buwcin1,Buff-winged Cinclodes,Cinclodes fuscus,L997298,PN Villarrica,2022-01-27,1.0,-39.3761915,-71.9534218,False,-1,Araucanía,2022
39712,burowl,Burrowing Owl,Athene cunicularia,L570658,SN Laguna Batuco,2022-07-22,2.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago,2022
39746,auspar1,Austral Parakeet,Enicognathus ferrugineus,L1082556,Isla Teja,2022-08-18,2.0,-39.8099865,-73.2575119,False,-1,Los Ríos,2022
39760,giacoo1,Giant Coot,Fulica gigantea,L724695,Vados del Putana,2022-12-27,2.0,-22.533805,-68.0335236,False,-1,Antofagasta,2022
39766,wrlrus1,Wren-like Rushbird,Phleocryptes melanops,L21357890,Humedal Del naciente Del Río Limarí 800 Ovalle - Combarbalá Ovalle Coquimbo CL (-30591 -71166),2022-10-25,1.0,-30.5912702,-71.165591,True,-1,Coquimbo,2022
39777,relcor1,Red-legged Cormorant,Poikilocarbo gaimardi,L19063789,Islote La Pingüinera,2022-10-23,1.0,-27.660145,-71.03957,False,-1,Atacama,2022
39786,dabcin1,Dark-bellied Cinclodes,Cinclodes patagonicus,L6517732,Huitag Lago Calafquén,2022-09-03,4.0,-39.5169318,-72.2751638,True,-1,Los Ríos,2022
39787,codfin1,Diuca Finch,Diuca diuca,L2823328,Río Illapel--Illapel,2022-11-20,2.0,-31.6354045,-71.1647208,False,-1,Coquimbo,2022
39800,grygul,Gray Gull,Leucophaeus modestus,L604463,Río Quilimarí--Desembocadura,2022-06-25,1.0,-32.1185653,-71.5119839,False,-1,Coquimbo,2022
39804,btsfin1,Band-tailed Sierra Finch,Rhopospina alaudina,L17918281,Quilleco Bío Bío CL (-3727 -72052),2022-02-25,3.0,-37.2703073,-72.0519942,True,-1,Bío-Bío,2022
39811,belgul,Belcher's Gull,Larus belcheri,L571538,Hoteles Apacheta y Arica,2022-10-24,10.0,-18.4907641,-70.3291285,False,-1,Arica y Parinacota,2022
39824,pafear1,Patagonian Forest Earthcreeper,Upucerthia saturatior,L17322128,Los Lagos Los Ríos CL (-39864 -72334),2022-01-04,1.0,-39.864385,-72.334377,True,-1,Los Ríos,2022
39826,brhgul2,Brown-hooded Gull,Chroicocephalus maculipennis,L3319314,Río Bueno--Vegas de Trumao,2022-09-05,34.0,-40.3571404,-73.1838203,False,-1,Los Lagos,2022
39829,soasni3,Magellanic Snipe,Gallinago magellanica,L19412748,2491590 Quintero CL-Valparaíso (-32.8006-71.5393),2022-06-01,2.0,-32.800551,-71.539298,True,-1,Valparaíso,2022
39843,grygul,Gray Gull,Leucophaeus modestus,L2983020,Totoralillo,2022-08-19,8.0,-30.072845,-71.3760495,False,-1,Coquimbo,2022
39866,ashgoo1,Ashy-headed Goose,Chloephaga poliocephala,L4319432,Ancud--Parque y Humedal junto al estadio,2022-07-20,2.0,-41.8783905,-73.7947355,False,-1,Los Lagos,2022
39868,andswi1,Andean Swift,Aeronautes andecolus,L2341824,Affasel de Taltape,2022-07-05,3.0,-19.0031301,-69.8229218,False,-1,Arica y Parinacota,2022
39869,kelgul,Kelp Gull,Larus dominicanus,L12283415,Caleta La Arena,2022-11-11,4.0,-41.6924232,-72.6412429,False,-1,Los Lagos,2022
39870,burowl,Burrowing Owl,Athene cunicularia,L17611540,Humedal,2022-03-04,1.0,-39.8551889,-73.2449184,True,-1,Bío-Bío,2022
39885,moutur1,Moustached Turca,Pteroptochos megapodius,L21444130,Camino al Yeso San José de Maipo CL-Metropolitana de Santiago -33.75581 -70.15863,2022-11-04,1.0,-33.755813,-70.158632,True,-1,Región Metropolitana de Santiago,2022
39894,giahum1,Giant Hummingbird,Patagona gigas,L3987846,Estero Nilahue--Salinas de Cáhuil poniente,2022-02-19,2.0,-34.4886218,-72.0085822,False,-1,Libertador General Bernardo O'Higgins,2022
39903,snoegr,Snowy Egret,Egretta thula,L2925268,Estero Marga Marga,2022-07-08,5.0,-33.0213799,-71.5589654,False,-1,Valparaíso,2022
39907,monpar,Monk Parakeet,Myiopsitta monachus,L8165846,Manuel Fischman,2022-03-28,1.0,-33.5283409,-70.6642278,True,0,Región Metropolitana de Santiago,2022
39922,whimbr,Whimbrel,Numenius phaeopus,L572344,Río Aconcagua--Desembocadura Humedal Urbano,2022-04-11,150.0,-32.917422,-71.5067911,False,-1,Valparaíso,2022
39923,refcoo1,Red-fronted Coot,Fulica rufifrons,L1020637,Brisas del Sol,2022-12-15,20.0,-36.7704412,-73.0698287,False,-1,Bío-Bío,2022
39927,absfin1,Ash-breasted Sierra Finch,Geospizopsis plebejus,L570508,Putre,2022-03-28,1.0,-18.1964537,-69.5565677,False,-1,Arica y Parinacota,2022
39932,andduc1,Andean Duck,Oxyura ferruginea,L516530,PN Lauca--Lago Chungará,2022-11-01,7.0,-18.2560888,-69.1623688,False,-1,Arica y Parinacota,2022
39941,colplo1,Collared Plover,Charadrius collaris,L570658,SN Laguna Batuco,2022-03-17,3.0,-33.2064427,-70.8279133,False,-1,Región Metropolitana de Santiago,2022
39945,mosfin1,Mourning Sierra Finch,Rhopospina fruticeti,L2920635,Chamonate,2022-06-03,4.0,-27.2978049,-70.4150814,False,-1,Atacama,2022
39946,pibgre,Pied-billed Grebe,Podilymbus podiceps,L8207313,Monte Verde--Humedal,2022-10-27,1.0,-41.5258731,-73.1067373,False,-1,Los Lagos,2022
39949,pafear1,Patagonian Forest Earthcreeper,Upucerthia saturatior,L602414,Acantilados de la Quirilluca,2022-07-01,1.0,-32.6874981,-71.4494133,False,-1,Valparaíso,2022
39950,houwre,House Wren,Troglodytes aedon,L660240,Plaza Teresa Salas,2022-08-22,1.0,-33.4432505,-70.6215978,False,-1,Región Metropolitana de Santiago,2022
39955,amekes,American Kestrel,Falco sparverius,L5274002,Parque Inés de Suárez,2022-06-01,1.0,-33.4406094,-70.6115985,False,-1,Región Metropolitana de Santiago,2022
39960,horcoo1,Horned Coot,Fulica cornuta,L11072559,Laguna Quepiaco,2022-11-26,20.0,-23.1138426,-67.544796,False,-1,Antofagasta,2022
39962,eardov1,Eared Dove,Zenaida auriculata,L9885381,Población Juan Antonio Ríos 2,2022-04-11,3.0,-33.4167015,-70.6728107,True,-1,Región Metropolitana de Santiago,2022
39967,chiswa1,Chilean Swallow,Tachycineta leucopyga,L17261720,Calafquen y Panguipulli Linares,2022-01-02,4.0,-35.836539,-71.603962,True,-1,Maule,2022
39975,uplgoo1,Upland Goose,Chloephaga picta,L3011376,Canal Beagle,2022-12-13,4.0,-54.9271419,-67.2589874,False,-1,Magallanes,2022
39979,magcor1,Magellanic Cormorant,Leucocarbo magellanicus,L22362723,6300078 San Gregorio CL-Magallanes y de la Antártica Chilena -52.31110 -68.70777,2022-12-27,1.0,-52.311096,-68.707769,True,-1,Magallanes,2022
39986,dustap1,Dusky Tapaculo,Scytalopus fuscus,L7941960,Parque Santa María de Algarrobo,2022-07-18,1.0,-33.3929345,-71.6055593,True,-1,Valparaíso,2022
39987,ausneg1,Austral Negrito,Lessonia rufa,L673642,Río Elqui--Desembocadura,2022-05-07,1.0,-29.8933968,-71.2727094,False,-1,Coquimbo,2022
39988,chicar1,Chimango Caracara,Daptrius chimango,L7821056,Calle Paraguay,2022-11-04,1.0,-33.5354532,-70.5889271,False,-1,Región Metropolitana de Santiago,2022
39990,dabcin1,Dark-bellied Cinclodes,Cinclodes patagonicus,L17066648,V-155 Llanquihue Los Lagos CL (-4122 -73029),2022-02-09,1.0,-41.2200542,-73.0293588,True,-1,Los Lagos,2022
39993,perpel1,Peruvian Pelican,Pelecanus thagus,L20448645,Tomé,2022-08-06,5.0,-36.6198617,-72.9583917,True,-1,Bío-Bío,2022
40003,wrlrus1,Wren-like Rushbird,Phleocryptes melanops,L3437903,La Pasada,2022-05-29,2.0,-41.6045969,-73.596468,False,-1,Los Lagos,2022
40004,banswa,Bank Swallow,Riparia riparia,L1153126,Valle de Azapa--Tranque Sobraya,2022-11-28,1.0,-18.5752738,-70.0235939,False,-1,Arica y Parinacota,2022
40013,bwgdov1,Black-winged Ground Dove,Metriopelia melanoptera,L3949324,El Ingenio,2022-12-14,1.0,-33.7701864,-70.27567,False,-1,Región Metropolitana de Santiago,2022
40015,soater1,South American Tern,Sterna hirundinacea,L993515,Río Huenchullami--Desembocadura,2022-07-16,42.0,-35.1189257,-72.2085857,False,-1,Maule,2022
40016,brnowl,Barn Owl,Tyto alba,L17985110,3580500 Longaví CL-Maule -36.07514 -71.39656,2022-03-02,1.0,-36.075145,-71.396561,True,-1,Maule,2022
40026,pigdov1,Picui Ground Dove,Columbina picui,L9885381,Población Juan Antonio Ríos 2,2022-04-08,1.0,-33.4167015,-70.6728107,True,-1,Región Metropolitana de Santiago,2022
40039,whimbr,Whimbrel,Numenius phaeopus,L504553,SN Humedal Río Maipo--Desembocadura,2022-05-06,55.0,-33.6198013,-71.6275442,False,-1,Valparaíso,2022
40042,punibi1,Puna Ibis,Plegadis ridgwayi,L15801637,Mirador Lago Chungara,2022-07-08,1.0,-18.2361342,-69.1819062,True,-1,Arica y Parinacota,2022
40043,yebtea1,Yellow-billed Teal,Anas flavirostris,L20148347,canal gibbs,2022-08-02,6.0,-38.7289039,-72.6193088,True,-1,Araucanía,2022
40045,andgul1,Andean Gull,Chroicocephalus serranus,L17564167,Río Limarí--Matorrales Av. Limarí,2022-02-06,1.0,-30.7302092,-71.6742058,False,-1,Coquimbo,2022
40048,neocor,Neotropic Cormorant,Nannopterum brasilianum,L17038301,Llanquihue Los Lagos CL (-41249 -73008),2022-02-02,2.0,-41.2492688,-73.0079324,True,-1,Los Lagos,2022
40050,sedwre,Grass Wren,Cistothorus platensis,L807764,Las Quemas Altas,2022-08-01,3.0,-40.6284479,-73.117919,False,-1,Los Lagos,2022
40058,wepdov1,West Peruvian Dove,Zenaida meloda,L20123806,Quebrada La Negra,2022-10-14,3.0,-23.6988156,-70.4103263,False,-1,Antofagasta,2022
40059,yebpin1,Yellow-billed Pintail,Anas georgica,L11120006,Los aromos-Hualañé,2022-10-14,2.0,-34.9738402,-71.8134439,True,-1,Maule,2022
40066,hrshaw,Harris's Hawk,Parabuteo unicinctus,L14817118,Cerro Los Geranios San Antonio,2022-05-21,1.0,-33.6198815,-71.6125578,True,-1,Valparaíso,2022
40068,pafear1,Patagonian Forest Earthcreeper,Upucerthia saturatior,L2134889,PN Conguillío--Captrén escorial,2022-02-27,8.0,-38.646372,-71.7263031,False,-1,Araucanía,2022
40069,dustap1,Dusky Tapaculo,Scytalopus fuscus,L15975837,Cerro La Sepultura,2022-01-28,1.0,-34.5553374,-71.0862491,False,-1,Libertador General Bernardo O'Higgins,2022
40071,chithr1,Chiguanco Thrush,Turdus chiguanco,L2246378,Belén,2022-10-19,2.0,-18.4667865,-69.5134282,False,-1,Arica y Parinacota,2022
40075,calqua,California Quail,Callipepla californica,L18061983,Centro Recreativa Mantagua Codelco F-232 Quintero Valparaíso CL (-32862 -7147),2022-03-08,1.0,-32.8617505,-71.4703533,True,0,Valparaíso,2022
40084,chipig2,Chilean Pigeon,Patagioenas araucana,L976634,Cabo Blanco,2022-10-01,1.0,-39.7884884,-73.2486405,False,-1,Los Ríos,2022
40093,chiwig1,Chiloe Wigeon,Mareca sibilatrix,L17503710,T-697 Futrono Los Ríos CL (-40.137 -72.393),2022-01-21,2.0,-40.137266,-72.393032,True,-1,Los Ríos,2022
40104,wfgtyr1,White-fronted Ground-Tyrant,Muscisaxicola albifrons,L572426,PN Lauca--Las Cuevas,2022-10-21,1.0,-18.1670566,-69.4337654,False,-1,Arica y Parinacota,2022
40105,gyfcin1,Gray-flanked Cinclodes,Cinclodes oustaleti,L482297,SN Humedales del Río Maullín--Humedal Las Lajas,2022-05-16,2.0,-41.5831895,-73.6756253,False,-1,Los Lagos,2022
40117,guacor1,Guanay Cormorant,Leucocarbo bougainvillii,L3089737,Bahía Inglesa,2022-10-11,22.0,-27.1032064,-70.8562589,False,-1,Atacama,2022
40124,categr,Cattle Egret,Bubulcus ibis,L20829732,Pueblo De Limarí Embalse particular Sin Impermeabilizar Ovalle Coquimbo CL (-30.63 -71.259),2022-09-09,11.0,-30.6298203,-71.2585637,True,-1,Coquimbo,2022
40126,houwre,House Wren,Troglodytes aedon,L2773246,Mi Jardín,2022-03-06,1.0,-31.6340747,-71.1660148,True,-1,Coquimbo,2022
40131,baisan,Baird's Sandpiper,Calidris bairdii,L9185034,Playa Grande,2022-07-27,1.0,-28.4610521,-71.2133742,True,-1,Antofagasta,2022
40134,cosswa1,Coscoroba Swan,Coscoroba coscoroba,L4905604,Lepihué,2022-04-21,4.0,-41.5931514,-73.5721302,False,-1,Los Lagos,2022
40136,pasfin1,Patagonian Sierra Finch,Phrygilus patagonicus,L4051381,Quillaipe,2022-11-15,2.0,-41.5307483,-72.7408648,False,-1,Los Lagos,2022
40147,greyel,Greater Yellowlegs,Tringa melanoleuca,L17630716,Lepihué,2022-02-02,5.0,-41.6007985,-73.5795731,True,-1,Los Lagos,2022
40150,snoplo5,Snowy Plover,Charadrius nivosus,L551450,SN Laguna El Peral,2022-04-14,5.0,-33.5052153,-71.607154,False,-1,Valparaíso,2022
40156,blcsis2,Black-chinned Siskin,Spinus barbatus,L10989941,Osorno--Parque Francke,2022-07-20,1.0,-40.5648934,-73.1548929,False,-1,Los Lagos,2022
40158,whcpin,White-cheeked Pintail,Anas bahamensis,L1819585,SN Humedales de Tongoy--Salinas Grande,2022-02-15,2.0,-30.2981285,-71.537872,False,-1,Coquimbo,2022
40177,greyel,Greater Yellowlegs,Tringa melanoleuca,L12256776,Mehuín--Río,2022-01-16,3.0,-39.4457216,-73.2090884,False,-1,Los Ríos,2022
40178,andhil3,Andean Hillstar,Oreotrochilus estella,L16573946,Putre Arica y Parinacota CL (-18197 -69569),2022-11-30,4.0,-18.197355,-69.5685025,True,-1,Arica y Parinacota,2022
40184,relcor1,Red-legged Cormorant,Poikilocarbo gaimardi,L4612317,SN Islote Peña Blanca y Punta Peña Blanca,2022-01-05,40.0,-33.3652841,-71.6935855,False,-1,Valparaíso,2022
40195,categr,Cattle Egret,Bubulcus ibis,L853046,Humedal de Campiche (Ventanas),2022-12-26,20.0,-32.7637465,-71.4794805,False,-1,Valparaíso,2022
40200,auspar1,Austral Parakeet,Enicognathus ferrugineus,L21621960,Campus Valdivia - Universidad San Sebastián,2022-11-25,7.0,-39.8215156,-73.249948,False,-1,Los Ríos,2022
40209,rebhaw2,Variable Hawk,Geranoaetus polyosoma,L16148595,Bosquecillo nativo y poza Quebrada de La Quiroga Cerrillos de Tamaya Coquimbo CL (-30.564 -71.385),2022-11-12,2.0,-30.56424,-71.3849648,True,-1,Coquimbo,2022
40214,burpar,Burrowing Parakeet,Cyanoliseus patagonus,L8470436,Río Claro--Puente Armerillo,2022-08-14,100.0,-35.7053941,-71.0777548,False,-1,Maule,2022
40243,shicow,Shiny Cowbird,Molothrus bonariensis,L15966381,Casa Carlos Aguirre Luco,2022-01-14,12.0,-33.445595,-70.585302,True,-1,Región Metropolitana de Santiago,2022
40250,soasni3,Magellanic Snipe,Gallinago magellanica,L7227661,Castro Puente Tenten,2022-06-05,2.0,-42.4645307,-73.766201,True,-1,Los Lagos,2022
40274,ashgoo1,Ashy-headed Goose,Chloephaga poliocephala,L4079673,Leñadura,2022-06-28,1.0,-53.2262346,-70.9432015,False,-1,Magallanes,2022
40275,blkvul,Black Vulture,Coragyps atratus,L9860617,Llanquihue--Humedal Baquedano,2022-11-05,18.0,-41.2502783,-73.0088922,False,-1,Los Lagos,2022
40281,shicow,Shiny Cowbird,Molothrus bonariensis,L15412212,Pasaje Los Nardos 1976 Olmué CL-Valparaíso -32.99759 -71.18901,2022-08-30,1.0,-32.997593,-71.189014,True,-1,Valparaíso,2022
40283,saffin,Saffron Finch,Sicalis flaveola,L11043093,Cabañas Marisol,2022-08-18,2.0,-40.3248064,-72.4891233,True,-1,Los Ríos,2022
40287,blnswa2,Black-necked Swan,Cygnus melancoryphus,L3935162,Compu,2022-01-23,4.0,-42.8577678,-73.7383689,False,-1,Los Lagos,2022
40296,fiediu1,Fire-eyed Diucon,Pyrope pyrope,L4011174,Muelle Shackleton,2022-05-01,1.0,-53.062634,-70.858139,False,-1,Magallanes,2022
40300,andfla2,Andean Flamingo,Phoenicoparrus andinus,L21181463,Reserva Nacional Los Flamencos,2022-08-04,4.0,-23.2887374,-68.1771544,True,-1,Antofagasta,2022
